attack_cat,qfs_index,selection_algorithm_name,QUBO_solver,target_feature_k,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
analysis,153,QUBOMutualInformation,SimulatedAnnealing,31,cuda:2,0.42,1.78,0.0274,285.87,0.99898,0.99947,0.98964,0.9795,1.0
analysis,173,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.4,1.74,0.0273,263.56,0.99898,0.99947,0.98964,0.9795,1.0
analysis,184,QUBOMutualInformation,SteepestDescent,21,cuda:2,0.41,1.74,0.0274,274.44,0.99898,0.99947,0.98964,0.9795,1.0
analysis,194,QUBOMutualInformation,SteepestDescent,31,cuda:2,0.42,1.78,0.0276,285.87,0.99898,0.99947,0.98964,0.9795,1.0
analysis,214,QUBOMutualInformation,TabuSampler,10,cuda:2,0.43,1.79,0.0276,292.59,0.99898,0.99947,0.98964,0.9795,1.0
analysis,225,QUBOMutualInformation,TabuSampler,21,cuda:2,0.43,1.79,0.0276,292.59,0.99898,0.99947,0.98964,0.9795,1.0
analysis,235,QUBOMutualInformation,TabuSampler,31,cuda:2,0.43,1.79,0.0278,292.59,0.99898,0.99947,0.98964,0.9795,1.0
analysis,255,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.4,1.74,0.0274,258.35,0.99876,0.99604,0.98728,0.98161,0.99302
analysis,266,QUBOSVCBoosting,SimulatedAnnealing,21,cuda:2,0.41,1.73,0.0279,264.88,0.99898,0.99947,0.98964,0.9795,1.0
analysis,276,QUBOSVCBoosting,SimulatedAnnealing,31,cuda:2,0.41,1.74,0.0273,271.67,0.99898,0.99947,0.98964,0.9795,1.0
analysis,296,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.4,1.74,0.0273,258.35,0.99898,0.99947,0.98964,0.9795,1.0
analysis,307,QUBOSVCBoosting,SteepestDescent,21,cuda:2,0.4,1.73,0.0301,264.88,0.99898,0.99947,0.98964,0.9795,1.0
analysis,317,QUBOSVCBoosting,SteepestDescent,31,cuda:2,0.41,1.74,0.0274,271.67,0.99898,0.99947,0.98964,0.9795,1.0
analysis,337,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.4,1.74,0.0277,260.85,0.99741,0.99864,0.97395,0.94923,1.0
analysis,348,QUBOSVCBoosting,TabuSampler,21,cuda:2,0.41,1.75,0.0284,271.0,0.99898,0.99947,0.98964,0.9795,1.0
analysis,358,QUBOSVCBoosting,TabuSampler,31,cuda:2,0.42,1.76,0.0275,281.38,0.99898,0.99947,0.98964,0.9795,1.0
shellcode,3366,QUBOCorrelation,SimulatedAnnealing,10,cuda:2,0.22,1.38,0.0229,158.29,0.99712,0.99849,0.97009,0.94191,1.0
shellcode,3376,QUBOCorrelation,SimulatedAnnealing,20,cuda:2,0.23,1.39,0.0233,163.62,0.99691,0.99629,0.96788,0.94167,0.99559
shellcode,3386,QUBOCorrelation,SimulatedAnnealing,30,cuda:2,0.23,1.39,0.0231,168.68,0.99712,0.99849,0.97009,0.94191,1.0
shellcode,3405,QUBOCorrelation,SteepestDescent,10,cuda:2,0.22,1.38,0.0231,158.29,0.99753,0.9987,0.97425,0.94979,1.0
shellcode,3415,QUBOCorrelation,SteepestDescent,20,cuda:2,0.23,1.38,0.0231,163.62,0.99712,0.99849,0.97009,0.94191,1.0
shellcode,3425,QUBOCorrelation,SteepestDescent,30,cuda:2,0.23,1.39,0.023,168.68,0.99671,0.99408,0.96567,0.94142,0.99119
shellcode,3444,QUBOCorrelation,TabuSampler,10,cuda:2,0.23,1.39,0.0231,164.74,0.99753,0.9987,0.97425,0.94979,1.0
shellcode,3454,QUBOCorrelation,TabuSampler,20,cuda:2,0.23,1.39,0.0228,170.37,0.99712,0.99011,0.96957,0.95708,0.98238
shellcode,3464,QUBOCorrelation,TabuSampler,30,cuda:2,0.24,1.39,0.0234,174.3,0.99691,0.98162,0.96689,0.96903,0.96476
shellcode,3483,QUBOMutualInformation,SimulatedAnnealing,10,cuda:2,0.23,1.38,0.0229,159.23,0.99712,0.98592,0.9693,0.96507,0.97357
shellcode,3493,QUBOMutualInformation,SimulatedAnnealing,20,cuda:2,0.23,1.38,0.0229,164.74,0.99753,0.98614,0.97357,0.97357,0.97357
shellcode,3503,QUBOMutualInformation,SimulatedAnnealing,30,cuda:2,0.23,1.39,0.0231,170.37,0.99773,0.99462,0.97614,0.96154,0.99119
shellcode,3522,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.23,1.38,0.0231,159.23,0.99712,0.98592,0.9693,0.96507,0.97357
shellcode,3532,QUBOMutualInformation,SteepestDescent,20,cuda:2,0.23,1.38,0.0233,164.74,0.99753,0.98614,0.97357,0.97357,0.97357
shellcode,3542,QUBOMutualInformation,SteepestDescent,30,cuda:2,0.23,1.39,0.0229,170.37,0.99732,0.99441,0.97192,0.95339,0.99119
shellcode,3561,QUBOMutualInformation,TabuSampler,10,cuda:2,0.24,1.39,0.023,174.3,0.99691,0.98162,0.96689,0.96903,0.96476
shellcode,3571,QUBOMutualInformation,TabuSampler,20,cuda:2,0.24,1.38,0.0229,174.3,0.99691,0.98162,0.96689,0.96903,0.96476
shellcode,3581,QUBOMutualInformation,TabuSampler,30,cuda:2,0.24,1.39,0.0229,174.3,0.99691,0.98162,0.96689,0.96903,0.96476
shellcode,3600,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.22,1.38,0.0228,156.68,0.99547,0.99762,0.95378,0.91165,1.0
shellcode,3610,QUBOSVCBoosting,SimulatedAnnealing,20,cuda:2,0.22,1.38,0.023,159.23,0.99609,0.99795,0.95983,0.92276,1.0
shellcode,3620,QUBOSVCBoosting,SimulatedAnnealing,30,cuda:2,0.23,1.39,0.0232,163.06,0.9965,0.98979,0.96328,0.94492,0.98238
shellcode,3639,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.23,1.38,0.023,156.68,0.99547,0.99762,0.95378,0.91165,1.0
shellcode,3649,QUBOSVCBoosting,SteepestDescent,20,cuda:2,0.22,1.38,0.0233,159.23,0.99526,0.98914,0.95096,0.92149,0.98238
shellcode,3659,QUBOSVCBoosting,SteepestDescent,30,cuda:2,0.23,1.38,0.0249,163.06,0.99382,0.96325,0.93363,0.93778,0.92952
shellcode,3678,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.22,1.38,0.0231,157.82,0.99629,0.99387,0.96154,0.93361,0.99119
shellcode,3688,QUBOSVCBoosting,TabuSampler,20,cuda:2,0.23,1.38,0.023,162.67,0.99856,0.99924,0.98482,0.97009,1.0
shellcode,3698,QUBOSVCBoosting,TabuSampler,30,cuda:2,0.23,1.38,0.0234,168.12,0.99815,0.99065,0.98022,0.97807,0.98238
backdoor,378,QUBOCorrelation,SimulatedAnnealing,10,cuda:2,0.35,1.56,0.0255,224.77,0.99704,0.9818,0.96784,0.97067,0.96501
backdoor,389,QUBOCorrelation,SimulatedAnnealing,21,cuda:2,0.36,1.57,0.0255,234.33,0.99812,0.99346,0.97977,0.97135,0.98834
backdoor,400,QUBOCorrelation,SimulatedAnnealing,32,cuda:2,0.36,1.59,0.0259,243.74,0.99785,0.99332,0.97695,0.96581,0.98834
backdoor,420,QUBOCorrelation,SteepestDescent,10,cuda:2,0.35,1.56,0.0254,224.77,0.99704,0.9818,0.96784,0.97067,0.96501
backdoor,431,QUBOCorrelation,SteepestDescent,21,cuda:2,0.35,1.56,0.0255,234.33,0.99798,0.99339,0.97835,0.96857,0.98834
backdoor,442,QUBOCorrelation,SteepestDescent,32,cuda:2,0.36,1.59,0.0257,243.74,0.99785,0.99332,0.97695,0.96581,0.98834
backdoor,462,QUBOCorrelation,TabuSampler,10,cuda:2,0.35,1.56,0.0254,235.75,0.99744,0.9834,0.97218,0.97647,0.96793
backdoor,473,QUBOCorrelation,TabuSampler,21,cuda:2,0.36,1.59,0.0256,244.72,0.99744,0.9834,0.97218,0.97647,0.96793
backdoor,484,QUBOCorrelation,TabuSampler,32,cuda:2,0.37,1.6,0.0255,250.65,0.99798,0.98784,0.9781,0.97953,0.97668
backdoor,504,QUBOMutualInformation,SimulatedAnnealing,10,cuda:2,0.36,1.56,0.0255,226.45,0.99812,0.99069,0.97965,0.97681,0.98251
backdoor,515,QUBOMutualInformation,SimulatedAnnealing,21,cuda:2,0.36,1.57,0.0256,237.38,0.99852,0.99506,0.98408,0.97701,0.99125
backdoor,526,QUBOMutualInformation,SimulatedAnnealing,32,cuda:2,0.36,1.59,0.0256,245.7,0.99812,0.98792,0.97953,0.9824,0.97668
backdoor,546,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.33,1.56,0.0256,226.45,0.99812,0.99069,0.97965,0.97681,0.98251
backdoor,557,QUBOMutualInformation,SteepestDescent,21,cuda:2,0.36,1.57,0.025,237.38,0.99866,0.99513,0.98551,0.97983,0.99125
backdoor,568,QUBOMutualInformation,SteepestDescent,32,cuda:2,0.36,1.6,0.0257,245.7,0.99785,0.98777,0.97668,0.97668,0.97668
backdoor,588,QUBOMutualInformation,TabuSampler,10,cuda:2,0.37,1.61,0.0258,252.31,0.99798,0.98784,0.9781,0.97953,0.97668
backdoor,599,QUBOMutualInformation,TabuSampler,21,cuda:2,0.36,1.6,0.0256,252.31,0.99798,0.98784,0.9781,0.97953,0.97668
backdoor,610,QUBOMutualInformation,TabuSampler,32,cuda:2,0.36,1.61,0.0278,252.31,0.99798,0.98784,0.9781,0.97953,0.97668
backdoor,630,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.35,1.56,0.0269,221.41,0.99462,0.95556,0.93994,0.96904,0.91254
backdoor,641,QUBOSVCBoosting,SimulatedAnnealing,21,cuda:2,0.35,1.55,0.026,227.29,0.99664,0.97882,0.9634,0.96765,0.95918
backdoor,652,QUBOSVCBoosting,SimulatedAnnealing,32,cuda:2,0.35,1.57,0.0257,233.62,0.99785,0.99332,0.97695,0.96581,0.98834
backdoor,672,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.34,1.56,0.0255,221.41,0.99597,0.97153,0.95575,0.96716,0.94461
backdoor,683,QUBOSVCBoosting,SteepestDescent,21,cuda:2,0.35,1.55,0.0254,227.29,0.99516,0.95862,0.94595,0.97523,0.91837
backdoor,694,QUBOSVCBoosting,SteepestDescent,32,cuda:2,0.36,1.57,0.0255,233.62,0.99623,0.9786,0.95918,0.95918,0.95918
backdoor,714,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.35,1.55,0.0254,224.62,0.99637,0.98145,0.96081,0.95665,0.96501
backdoor,725,QUBOSVCBoosting,TabuSampler,21,cuda:2,0.35,1.56,0.0259,232.91,0.99758,0.99179,0.97406,0.96296,0.98542
backdoor,736,QUBOSVCBoosting,TabuSampler,32,cuda:2,0.36,1.57,0.0256,241.77,0.99812,0.99208,0.97971,0.97406,0.98542
