attack_cat,qfs_index,selection_algorithm_name,QUBO_solver,target_feature_k,device,graph_time,train_time,test_time,peak_memory_gpu_0,peak_memory_gpu_1,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
analysis,9,QUBOCorrelation,SimulatedAnnealing,10,"cuda:0,1",0,0.39,0.6167,1786.94,624.94,0.99864,0.99815,0.98585,0.97436,0.99761
analysis,20,QUBOCorrelation,SimulatedAnnealing,21,"cuda:0,1",0,0.41,1.3937,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,30,QUBOCorrelation,SimulatedAnnealing,31,"cuda:0,1",0,0.47,1.3837,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,50,QUBOCorrelation,SteepestDescent,10,"cuda:0,1",0,0.39,0.5106,1786.94,624.94,0.99864,0.99815,0.98585,0.97436,0.99761
analysis,61,QUBOCorrelation,SteepestDescent,21,"cuda:0,1",0,0.47,1.3675,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,71,QUBOCorrelation,SteepestDescent,31,"cuda:0,1",0,0.44,1.3061,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,91,QUBOCorrelation,TabuSampler,10,"cuda:0,1",0,0.44,1.3935,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,102,QUBOCorrelation,TabuSampler,21,"cuda:0,1",0,0.46,1.518,2046.94,882.94,0.99864,0.99815,0.98585,0.97436,0.99761
analysis,112,QUBOCorrelation,TabuSampler,31,"cuda:0,1",0,0.46,1.5089,2046.94,1182.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,132,QUBOMutualInformation,SimulatedAnnealing,10,"cuda:0,1",0,0.43,1.5066,2042.94,880.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,143,QUBOMutualInformation,SimulatedAnnealing,21,"cuda:0,1",0,0.41,1.3942,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,153,QUBOMutualInformation,SimulatedAnnealing,31,"cuda:0,1",0,0.47,1.513,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,173,QUBOMutualInformation,SteepestDescent,10,"cuda:0,1",0,0.41,1.9943,2042.94,880.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,184,QUBOMutualInformation,SteepestDescent,21,"cuda:0,1",0,0.45,1.3857,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,194,QUBOMutualInformation,SteepestDescent,31,"cuda:0,1",0,0.46,1.395,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,214,QUBOMutualInformation,TabuSampler,10,"cuda:0,1",0,0.46,1.5316,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,225,QUBOMutualInformation,TabuSampler,21,"cuda:0,1",0,0.45,1.5052,2044.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,235,QUBOMutualInformation,TabuSampler,31,"cuda:0,1",0,0.46,1.2942,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,255,QUBOSVCBoosting,SimulatedAnnealing,10,"cuda:0,1",0,0.44,1.37,2042.94,880.94,0.99852,0.99696,0.98465,0.9743,0.99523
analysis,266,QUBOSVCBoosting,SimulatedAnnealing,21,"cuda:0,1",0,0.43,1.4838,2042.94,880.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,276,QUBOSVCBoosting,SimulatedAnnealing,31,"cuda:0,1",0,0.42,1.3673,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,296,QUBOSVCBoosting,SteepestDescent,10,"cuda:0,1",0,0.42,0.5218,1786.94,622.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,307,QUBOSVCBoosting,SteepestDescent,21,"cuda:0,1",0,0.46,1.0477,1788.94,624.94,0.99886,0.9994,0.98821,0.97669,1.0
analysis,317,QUBOSVCBoosting,SteepestDescent,31,"cuda:0,1",0,0.44,1.3899,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,337,QUBOSVCBoosting,TabuSampler,10,"cuda:0,1",0,0.42,0.612,1786.94,622.94,0.99432,0.99588,0.94357,0.89507,0.99761
analysis,348,QUBOSVCBoosting,TabuSampler,21,"cuda:0,1",0,0.41,1.384,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
analysis,358,QUBOSVCBoosting,TabuSampler,31,"cuda:0,1",0,0.42,1.5227,2046.94,882.94,0.99875,0.99934,0.98704,0.97442,1.0
shellcode,3366,QUBOCorrelation,SimulatedAnnealing,10,"cuda:0,1",0,0.43,0.6553,1786.94,622.94,0.99669,0.99826,0.96639,0.93496,1.0
shellcode,3376,QUBOCorrelation,SimulatedAnnealing,20,"cuda:0,1",0,0.39,1.377,2044.94,880.94,0.99752,0.9987,0.97458,0.95041,1.0
shellcode,3386,QUBOCorrelation,SimulatedAnnealing,30,"cuda:0,1",0,0.41,1.5218,2046.94,880.94,0.99648,0.99815,0.96436,0.93117,1.0
shellcode,3405,QUBOCorrelation,SteepestDescent,10,"cuda:0,1",0,0.39,0.8327,1794.94,656.94,0.99772,0.99881,0.97665,0.95436,1.0
shellcode,3415,QUBOCorrelation,SteepestDescent,20,"cuda:0,1",0,0.4,1.3762,2044.94,880.94,0.99648,0.99815,0.96436,0.93117,1.0
shellcode,3425,QUBOCorrelation,SteepestDescent,30,"cuda:0,1",0,0.42,1.3899,2044.94,880.94,0.99648,0.99815,0.96436,0.93117,1.0
shellcode,3444,QUBOCorrelation,TabuSampler,10,"cuda:0,1",0,0.44,1.3843,2044.94,880.94,0.99648,0.99815,0.96436,0.93117,1.0
shellcode,3454,QUBOCorrelation,TabuSampler,20,"cuda:0,1",0,0.45,1.3958,2044.94,880.94,0.99648,0.97957,0.96296,0.96507,0.96087
shellcode,3464,QUBOCorrelation,TabuSampler,30,"cuda:0,1",0,0.4,1.5266,2046.94,882.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3483,QUBOMutualInformation,SimulatedAnnealing,10,"cuda:0,1",0,0.38,0.8405,1820.94,656.94,0.99897,0.99946,0.98925,0.97872,1.0
shellcode,3493,QUBOMutualInformation,SimulatedAnnealing,20,"cuda:0,1",0,0.41,0.9403,1894.94,730.94,0.99731,0.98413,0.97168,0.9738,0.96957
shellcode,3503,QUBOMutualInformation,SimulatedAnnealing,30,"cuda:0,1",0,0.39,1.386,2044.94,880.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3522,QUBOMutualInformation,SteepestDescent,10,"cuda:0,1",0,0.41,0.7191,1820.94,656.94,0.99897,0.99946,0.98925,0.97872,1.0
shellcode,3532,QUBOMutualInformation,SteepestDescent,20,"cuda:0,1",0,0.4,0.9428,1894.94,730.94,0.99731,0.98413,0.97168,0.9738,0.96957
shellcode,3542,QUBOMutualInformation,SteepestDescent,30,"cuda:0,1",0,0.42,0.7226,1820.94,656.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3561,QUBOMutualInformation,TabuSampler,10,"cuda:0,1",0,0.43,1.5267,2046.94,882.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3571,QUBOMutualInformation,TabuSampler,20,"cuda:0,1",0,0.38,2.0645,2046.94,882.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3581,QUBOMutualInformation,TabuSampler,30,"cuda:0,1",0,0.42,1.4158,2046.94,882.94,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3600,QUBOSVCBoosting,SimulatedAnnealing,10,"cuda:0,1",0,0.43,0.7053,1820.94,656.94,0.98966,0.99457,0.90196,0.82143,1.0
shellcode,3610,QUBOSVCBoosting,SimulatedAnnealing,20,"cuda:0,1",0,0.43,1.0461,1894.94,730.94,0.99214,0.99587,0.92369,0.85821,1.0
shellcode,3620,QUBOSVCBoosting,SimulatedAnnealing,30,"cuda:0,1",0,0.44,0.7145,1820.94,656.94,0.99566,0.97707,0.95445,0.95238,0.95652
shellcode,3639,QUBOSVCBoosting,SteepestDescent,10,"cuda:0,1",0,0.38,0.5193,1786.94,622.94,0.988,0.9937,0.88803,0.79861,1.0
shellcode,3649,QUBOSVCBoosting,SteepestDescent,20,"cuda:0,1",0,0.42,1.5079,2044.94,880.94,0.99276,0.97555,0.92632,0.89796,0.95652
shellcode,3659,QUBOSVCBoosting,SteepestDescent,30,"cuda:0,1",0,0.43,1.3845,2044.94,880.94,0.99607,0.98761,0.95949,0.94142,0.97826
shellcode,3678,QUBOSVCBoosting,TabuSampler,10,"cuda:0,1",0,0.43,0.5269,1786.94,622.94,0.99049,0.99501,0.90909,0.83333,1.0
shellcode,3688,QUBOSVCBoosting,TabuSampler,20,"cuda:0,1",0,0.39,0.8442,1820.94,656.94,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3698,QUBOSVCBoosting,TabuSampler,30,"cuda:0,1",0,0.39,1.504,2044.94,880.94,0.99855,0.99717,0.98495,0.97447,0.99565
backdoor,378,QUBOCorrelation,SimulatedAnnealing,10,"cuda:0,1",0,0.39,1.0802,1786.94,622.94,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,389,QUBOCorrelation,SimulatedAnnealing,21,"cuda:0,1",0,0.48,1.396,2044.94,882.94,0.99852,0.9952,0.98457,0.97772,0.99153
backdoor,400,QUBOCorrelation,SimulatedAnnealing,32,"cuda:0,1",0,0.45,1.5243,2046.94,882.94,0.99893,0.99541,0.98873,0.98596,0.99153
backdoor,420,QUBOCorrelation,SteepestDescent,10,"cuda:0,1",0,0.42,0.629,1786.94,622.94,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,431,QUBOCorrelation,SteepestDescent,21,"cuda:0,1",0,0.44,1.5181,2044.94,880.94,0.99852,0.9952,0.98457,0.97772,0.99153
backdoor,442,QUBOCorrelation,SteepestDescent,32,"cuda:0,1",0,0.42,1.4124,2046.94,882.94,0.99893,0.99541,0.98873,0.98596,0.99153
backdoor,462,QUBOCorrelation,TabuSampler,10,"cuda:0,1",0,0.46,1.5222,2046.94,882.94,0.99919,0.99555,0.99153,0.99153,0.99153
backdoor,473,QUBOCorrelation,TabuSampler,21,"cuda:0,1",0,0.45,1.3912,2048.94,882.94,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,484,QUBOCorrelation,TabuSampler,32,"cuda:0,1",0,0.48,1.0514,1898.94,732.94,0.99946,0.99838,0.99437,0.99157,0.99718
backdoor,504,QUBOMutualInformation,SimulatedAnnealing,10,"cuda:0,1",0,0.41,1.5139,2046.94,880.94,0.99879,0.98997,0.9872,0.99427,0.98023
backdoor,515,QUBOMutualInformation,SimulatedAnnealing,21,"cuda:0,1",0,0.45,1.5189,2048.94,882.94,0.99933,0.99831,0.99297,0.9888,0.99718
backdoor,526,QUBOMutualInformation,SimulatedAnnealing,32,"cuda:0,1",0,0.45,1.4191,2048.94,882.94,0.99919,0.99689,0.99155,0.98876,0.99435
backdoor,546,QUBOMutualInformation,SteepestDescent,10,"cuda:0,1",0,1.02,1.5142,2046.94,880.94,0.99879,0.98997,0.9872,0.99427,0.98023
backdoor,557,QUBOMutualInformation,SteepestDescent,21,"cuda:0,1",0,0.43,1.4029,2048.94,882.94,0.99933,0.99831,0.99297,0.9888,0.99718
backdoor,568,QUBOMutualInformation,SteepestDescent,32,"cuda:0,1",0,0.43,1.4136,2048.94,882.94,0.99946,0.99838,0.99437,0.99157,0.99718
backdoor,588,QUBOMutualInformation,TabuSampler,10,"cuda:0,1",0,0.42,1.5058,2048.94,884.94,0.99946,0.99703,0.99435,0.99435,0.99435
backdoor,599,QUBOMutualInformation,TabuSampler,21,"cuda:0,1",0,0.45,1.5258,2050.94,1182.94,0.99946,0.99703,0.99435,0.99435,0.99435
backdoor,610,QUBOMutualInformation,TabuSampler,32,"cuda:0,1",0,0.43,1.5291,2048.94,1182.94,0.99946,0.99703,0.99435,0.99435,0.99435
backdoor,630,QUBOSVCBoosting,SimulatedAnnealing,10,"cuda:0,1",0,0.44,0.5414,1788.94,622.94,0.99463,0.95826,0.94203,0.96726,0.91808
backdoor,641,QUBOSVCBoosting,SimulatedAnnealing,21,"cuda:0,1",0,0.44,0.9158,1896.94,730.94,0.99597,0.97239,0.95714,0.96821,0.94633
backdoor,652,QUBOSVCBoosting,SimulatedAnnealing,32,"cuda:0,1",0,0.43,1.3898,2048.94,880.94,0.99893,0.99541,0.98873,0.98596,0.99153
backdoor,672,QUBOSVCBoosting,SteepestDescent,10,"cuda:0,1",0,0.43,0.603,1788.94,622.94,0.99409,0.94993,0.93548,0.97256,0.90113
backdoor,683,QUBOSVCBoosting,SteepestDescent,21,"cuda:0,1",0,0.37,0.5517,1790.94,624.94,0.99395,0.93778,0.93233,0.99678,0.87571
backdoor,694,QUBOSVCBoosting,SteepestDescent,32,"cuda:0,1",0,0.42,1.9869,2046.94,880.94,0.99852,0.99251,0.98449,0.9831,0.98588
backdoor,714,QUBOSVCBoosting,TabuSampler,10,"cuda:0,1",0,0.4,0.6752,1788.94,622.94,0.99597,0.98715,0.95845,0.94022,0.9774
backdoor,725,QUBOSVCBoosting,TabuSampler,21,"cuda:0,1",0,0.42,1.4116,2046.94,880.94,0.99893,0.99407,0.9887,0.9887,0.9887
backdoor,736,QUBOSVCBoosting,TabuSampler,32,"cuda:0,1",0,0.42,1.4046,2048.94,882.94,0.99933,0.99562,0.99293,0.99433,0.99153
