attack_cat,device,graph_time,train_time,test_time,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda:2,0,3.09,1.8778,0.83714,0.49958,0.08854,0.09012,0.087
dos,cuda:2,0,0.89,1.6257,0.83474,0.49897,0.0888,0.08903,0.08856
ddos,cuda:2,0,0.88,1.56,0.83568,0.49914,0.08856,0.08933,0.0878
backdoor,cuda:2,0,0.7,0.8305,0.83423,0.49868,0.08854,0.08853,0.08856
injection,cuda:2,0,0.89,1.5985,0.83436,0.49842,0.08792,0.08803,0.0878
password,cuda:2,0,0.91,1.5686,0.83519,0.49887,0.08832,0.08885,0.0878
ransomware,cuda:2,0,0.79,1.1978,0.83222,0.49758,0.08758,0.08662,0.08856
scanning,cuda:2,0,0.81,1.7609,0.8325,0.49824,0.08874,0.0878,0.0897
xss,cuda:2,0,0.98,1.643,0.83201,0.49815,0.08885,0.08765,0.09008
