attack_cat,qfs_index,selection_algorithm_name,QUBO_solver,target_feature_k,device,graph_time,train_time,test_time,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
shellcode,3376,QUBOCorrelation,SimulatedAnnealing,20,2×GPU,0,13.55,4.4805,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3386,QUBOCorrelation,SimulatedAnnealing,30,2×GPU,0,13.7,3.7915,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3405,QUBOCorrelation,SteepestDescent,10,2×GPU,0,12.92,3.8268,0.9969,0.99837,0.96842,0.93878,1.0
shellcode,3415,QUBOCorrelation,SteepestDescent,20,2×GPU,0,13.56,3.6069,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3425,QUBOCorrelation,SteepestDescent,30,2×GPU,0,13.73,4.341,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3444,QUBOCorrelation,TabuSampler,10,2×GPU,0,13.52,4.2389,0.99897,0.99946,0.98925,0.97872,1.0
shellcode,3454,QUBOCorrelation,TabuSampler,20,2×GPU,0,13.76,3.4734,0.9971,0.98402,0.96957,0.96957,0.96957
shellcode,3464,QUBOCorrelation,TabuSampler,30,2×GPU,0,13.79,3.3725,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3483,QUBOMutualInformation,SimulatedAnnealing,10,2×GPU,0,13.24,4.1307,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3493,QUBOMutualInformation,SimulatedAnnealing,20,2×GPU,0,13.39,3.3251,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3503,QUBOMutualInformation,SimulatedAnnealing,30,2×GPU,0,13.61,3.5282,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3522,QUBOMutualInformation,SteepestDescent,10,2×GPU,0,13.23,4.1383,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3532,QUBOMutualInformation,SteepestDescent,20,2×GPU,0,13.41,3.3225,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3542,QUBOMutualInformation,SteepestDescent,30,2×GPU,0,13.68,3.7086,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3561,QUBOMutualInformation,TabuSampler,10,2×GPU,0,13.82,3.3846,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3571,QUBOMutualInformation,TabuSampler,20,2×GPU,0,13.8,3.5433,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3581,QUBOMutualInformation,TabuSampler,30,2×GPU,0,13.82,3.3696,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3600,QUBOSVCBoosting,SimulatedAnnealing,10,2×GPU,0,13.39,3.4378,0.99235,0.98979,0.92464,0.86973,0.98696
shellcode,3610,QUBOSVCBoosting,SimulatedAnnealing,20,2×GPU,0,13.62,3.487,0.99442,0.98674,0.9434,0.91093,0.97826
shellcode,3620,QUBOSVCBoosting,SimulatedAnnealing,30,2×GPU,0,13.79,3.49,0.99545,0.9687,0.95154,0.96429,0.93913
shellcode,3639,QUBOSVCBoosting,SteepestDescent,10,2×GPU,0,12.74,2.2015,0.988,0.9937,0.88803,0.79861,1.0
shellcode,3649,QUBOSVCBoosting,SteepestDescent,20,2×GPU,0,13.59,3.4764,0.9938,0.96989,0.93534,0.92735,0.94348
shellcode,3659,QUBOSVCBoosting,SteepestDescent,30,2×GPU,0,13.56,3.9615,0.99835,0.99707,0.98283,0.97034,0.99565
shellcode,3678,QUBOSVCBoosting,TabuSampler,10,2×GPU,0,13.41,3.4619,0.99193,0.97305,0.91824,0.88664,0.95217
shellcode,3688,QUBOSVCBoosting,TabuSampler,20,2×GPU,0,13.62,3.4098,0.99855,0.99924,0.98501,0.97046,1.0
shellcode,3698,QUBOSVCBoosting,TabuSampler,30,2×GPU,0,13.62,4.2358,0.99897,0.99946,0.98925,0.97872,1.0
backdoor,378,QUBOCorrelation,SimulatedAnnealing,10,2×GPU,0,13.67,3.3357,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,389,QUBOCorrelation,SimulatedAnnealing,21,2×GPU,0,14.46,4.5767,0.99893,0.99273,0.98867,0.99148,0.98588
backdoor,400,QUBOCorrelation,SimulatedAnnealing,32,2×GPU,0,14.71,4.5784,0.99893,0.99407,0.9887,0.9887,0.9887
backdoor,420,QUBOCorrelation,SteepestDescent,10,2×GPU,0,13.73,3.3485,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,431,QUBOCorrelation,SteepestDescent,21,2×GPU,0,14.47,4.5719,0.99893,0.99273,0.98867,0.99148,0.98588
backdoor,442,QUBOCorrelation,SteepestDescent,32,2×GPU,0,14.75,4.6175,0.99893,0.99407,0.9887,0.9887,0.9887
backdoor,462,QUBOCorrelation,TabuSampler,10,2×GPU,0,14.47,4.566,0.99919,0.99555,0.99153,0.99153,0.99153
backdoor,473,QUBOCorrelation,TabuSampler,21,2×GPU,0,14.75,4.5629,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,484,QUBOCorrelation,TabuSampler,32,2×GPU,0,15.44,5.0911,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,504,QUBOMutualInformation,SimulatedAnnealing,10,2×GPU,0,14.23,4.5766,0.99906,0.9928,0.99007,0.9943,0.98588
backdoor,515,QUBOMutualInformation,SimulatedAnnealing,21,2×GPU,0,14.42,4.6079,0.99946,0.99838,0.99437,0.99157,0.99718
backdoor,526,QUBOMutualInformation,SimulatedAnnealing,32,2×GPU,0,14.68,4.6136,0.99906,0.99548,0.99013,0.98873,0.99153
backdoor,546,QUBOMutualInformation,SteepestDescent,10,2×GPU,0,14.18,4.7397,0.99906,0.9928,0.99007,0.9943,0.98588
backdoor,557,QUBOMutualInformation,SteepestDescent,21,2×GPU,0,14.43,4.5883,0.99946,0.99838,0.99437,0.99157,0.99718
backdoor,568,QUBOMutualInformation,SteepestDescent,32,2×GPU,0,14.66,4.5887,0.99919,0.99689,0.99155,0.98876,0.99435
backdoor,588,QUBOMutualInformation,TabuSampler,10,2×GPU,0,15.63,5.1526,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,599,QUBOMutualInformation,TabuSampler,21,2×GPU,0,15.59,5.1417,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,610,QUBOMutualInformation,TabuSampler,32,2×GPU,0,15.65,5.1379,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,630,QUBOSVCBoosting,SimulatedAnnealing,10,2×GPU,0,13.75,3.5458,0.99288,0.93319,0.92054,0.98083,0.86723
backdoor,641,QUBOSVCBoosting,SimulatedAnnealing,21,2×GPU,0,14.38,4.6131,0.9957,0.97493,0.95467,0.95739,0.95198
backdoor,652,QUBOSVCBoosting,SimulatedAnnealing,32,2×GPU,0,14.59,4.5803,0.99906,0.99548,0.99013,0.98873,0.99153
backdoor,672,QUBOSVCBoosting,SteepestDescent,10,2×GPU,0,14.13,4.5074,0.99503,0.96518,0.94692,0.9621,0.9322
backdoor,683,QUBOSVCBoosting,SteepestDescent,21,2×GPU,0,14.27,4.5868,0.9957,0.97091,0.95429,0.96532,0.9435
backdoor,694,QUBOSVCBoosting,SteepestDescent,32,2×GPU,0,14.5,4.6027,0.99866,0.99259,0.98588,0.98588,0.98588
backdoor,714,QUBOSVCBoosting,TabuSampler,10,2×GPU,0,14.03,5.6934,0.9953,0.98411,0.95159,0.93225,0.97175
backdoor,725,QUBOSVCBoosting,TabuSampler,21,2×GPU,0,14.57,4.563,0.99919,0.99689,0.99155,0.98876,0.99435
backdoor,736,QUBOSVCBoosting,TabuSampler,32,2×GPU,0,14.78,4.5896,0.99933,0.99696,0.99295,0.99155,0.99435
