attack_cat,qfs_index,selection_algorithm_name,QUBO_solver,target_feature_k,device,graph_time,train_time,test_time,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
analysis,112,QUBOCorrelation,TabuSampler,31,Tesla V100-PCIE-32GB,0,1.13,0.1234,0.99773,0.9886,0.97619,0.97387,0.97852
analysis,132,QUBOMutualInformation,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.13,0.1107,0.99852,0.99582,0.98462,0.97653,0.99284
analysis,143,QUBOMutualInformation,SimulatedAnnealing,21,Tesla V100-PCIE-32GB,0,1.11,0.1213,0.9975,0.98622,0.97375,0.97375,0.97375
analysis,153,QUBOMutualInformation,SimulatedAnnealing,31,Tesla V100-PCIE-32GB,0,1.13,0.1217,0.99818,0.99111,0.98095,0.97862,0.98329
analysis,173,QUBOMutualInformation,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.16,0.1142,0.99841,0.99463,0.98341,0.97647,0.99045
analysis,184,QUBOMutualInformation,SteepestDescent,21,Tesla V100-PCIE-32GB,0,1.17,0.1198,0.9975,0.98622,0.97375,0.97375,0.97375
analysis,194,QUBOMutualInformation,SteepestDescent,31,Tesla V100-PCIE-32GB,0,1.14,0.1173,0.99795,0.98872,0.97852,0.97852,0.97852
analysis,214,QUBOMutualInformation,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.19,0.1195,0.99773,0.9886,0.97619,0.97387,0.97852
analysis,225,QUBOMutualInformation,TabuSampler,21,Tesla V100-PCIE-32GB,0,1.13,0.1166,0.99818,0.99224,0.981,0.97636,0.98568
analysis,235,QUBOMutualInformation,TabuSampler,31,Tesla V100-PCIE-32GB,0,1.16,0.1213,0.99818,0.99224,0.981,0.97636,0.98568
analysis,255,QUBOSVCBoosting,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.59,0.5581,0.99807,0.99105,0.97979,0.9763,0.98329
analysis,266,QUBOSVCBoosting,SimulatedAnnealing,21,Tesla V100-PCIE-32GB,0,1.11,0.1132,0.9983,0.99344,0.98221,0.97642,0.98807
analysis,276,QUBOSVCBoosting,SimulatedAnnealing,31,Tesla V100-PCIE-32GB,0,1.13,0.1132,0.99818,0.99338,0.98104,0.97412,0.98807
analysis,296,QUBOSVCBoosting,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.14,0.1193,0.99875,0.99934,0.98704,0.97442,1.0
analysis,307,QUBOSVCBoosting,SteepestDescent,21,Tesla V100-PCIE-32GB,0,1.12,0.1143,0.99875,0.99708,0.98698,0.97887,0.99523
analysis,317,QUBOSVCBoosting,SteepestDescent,31,Tesla V100-PCIE-32GB,0,1.11,0.1127,0.99807,0.99218,0.97983,0.97406,0.98568
analysis,337,QUBOSVCBoosting,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.13,0.1133,0.99693,0.99839,0.96879,0.93946,1.0
analysis,348,QUBOSVCBoosting,TabuSampler,21,Tesla V100-PCIE-32GB,0,1.16,0.1154,0.99773,0.98747,0.97613,0.97613,0.97613
analysis,358,QUBOSVCBoosting,TabuSampler,31,Tesla V100-PCIE-32GB,0,1.13,0.1179,0.99795,0.98872,0.97852,0.97852,0.97852
shellcode,3366,QUBOCorrelation,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.17,0.119,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3376,QUBOCorrelation,SimulatedAnnealing,20,Tesla V100-PCIE-32GB,0,1.18,0.1145,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3386,QUBOCorrelation,SimulatedAnnealing,30,Tesla V100-PCIE-32GB,0,1.15,0.1147,0.99897,0.99946,0.98925,0.97872,1.0
shellcode,3405,QUBOCorrelation,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.13,0.1178,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3415,QUBOCorrelation,SteepestDescent,20,Tesla V100-PCIE-32GB,0,1.09,0.1128,0.99855,0.99924,0.98501,0.97046,1.0
shellcode,3425,QUBOCorrelation,SteepestDescent,30,Tesla V100-PCIE-32GB,0,1.15,0.1132,0.99855,0.99924,0.98501,0.97046,1.0
shellcode,3444,QUBOCorrelation,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.1,0.1157,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3454,QUBOCorrelation,TabuSampler,20,Tesla V100-PCIE-32GB,0,1.14,0.1163,0.99814,0.99283,0.98056,0.97425,0.98696
shellcode,3464,QUBOCorrelation,TabuSampler,30,Tesla V100-PCIE-32GB,0,1.11,0.1121,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3483,QUBOMutualInformation,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.13,0.113,0.99938,0.99761,0.99349,0.99134,0.99565
shellcode,3493,QUBOMutualInformation,SimulatedAnnealing,20,Tesla V100-PCIE-32GB,0,1.13,0.1205,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3503,QUBOMutualInformation,SimulatedAnnealing,30,Tesla V100-PCIE-32GB,0,1.13,0.1151,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3522,QUBOMutualInformation,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.14,0.1169,0.99938,0.99761,0.99349,0.99134,0.99565
shellcode,3532,QUBOMutualInformation,SteepestDescent,20,Tesla V100-PCIE-32GB,0,1.15,0.1139,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3542,QUBOMutualInformation,SteepestDescent,30,Tesla V100-PCIE-32GB,0,1.11,0.1095,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3561,QUBOMutualInformation,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.12,0.1236,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3571,QUBOMutualInformation,TabuSampler,20,Tesla V100-PCIE-32GB,0,1.14,0.114,0.99917,0.99957,0.99138,0.98291,1.0
shellcode,3581,QUBOMutualInformation,TabuSampler,30,Tesla V100-PCIE-32GB,0,1.12,0.1067,0.99938,0.99967,0.99352,0.98712,1.0
shellcode,3600,QUBOSVCBoosting,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.18,0.1041,0.99276,0.99413,0.92901,0.87072,0.99565
shellcode,3610,QUBOSVCBoosting,SimulatedAnnealing,20,Tesla V100-PCIE-32GB,0,1.11,0.1149,0.994,0.98033,0.93869,0.91358,0.96522
shellcode,3620,QUBOSVCBoosting,SimulatedAnnealing,30,Tesla V100-PCIE-32GB,0,1.16,0.1184,0.99462,0.97033,0.94348,0.94348,0.94348
shellcode,3639,QUBOSVCBoosting,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.1,0.1143,0.988,0.9937,0.88803,0.79861,1.0
shellcode,3649,QUBOSVCBoosting,SteepestDescent,20,Tesla V100-PCIE-32GB,0,1.12,0.1142,0.99524,0.97478,0.95011,0.94805,0.95217
shellcode,3659,QUBOSVCBoosting,SteepestDescent,30,Tesla V100-PCIE-32GB,0,1.17,0.1114,0.99793,0.98859,0.97826,0.97826,0.97826
shellcode,3678,QUBOSVCBoosting,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.12,0.111,0.99111,0.96848,0.90985,0.87854,0.94348
shellcode,3688,QUBOSVCBoosting,TabuSampler,20,Tesla V100-PCIE-32GB,0,1.63,0.1182,0.99876,0.99728,0.98707,0.97863,0.99565
shellcode,3698,QUBOSVCBoosting,TabuSampler,30,Tesla V100-PCIE-32GB,0,1.09,0.1123,0.99917,0.99957,0.99138,0.98291,1.0
backdoor,378,QUBOCorrelation,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.11,0.1112,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,389,QUBOCorrelation,SimulatedAnnealing,21,Tesla V100-PCIE-32GB,0,1.19,0.1212,0.99933,0.99831,0.99297,0.9888,0.99718
backdoor,400,QUBOCorrelation,SimulatedAnnealing,32,Tesla V100-PCIE-32GB,0,1.17,0.1228,0.9996,0.9971,0.99576,0.99717,0.99435
backdoor,420,QUBOCorrelation,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.09,0.114,0.99597,0.97776,0.95763,0.95763,0.95763
backdoor,431,QUBOCorrelation,SteepestDescent,21,Tesla V100-PCIE-32GB,0,1.15,0.1196,0.99919,0.99823,0.99157,0.98603,0.99718
backdoor,442,QUBOCorrelation,SteepestDescent,32,Tesla V100-PCIE-32GB,0,1.14,0.1129,0.9996,0.9971,0.99576,0.99717,0.99435
backdoor,462,QUBOCorrelation,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.13,0.1122,0.99973,0.99986,0.99718,0.99438,1.0
backdoor,473,QUBOCorrelation,TabuSampler,21,Tesla V100-PCIE-32GB,0,1.14,0.1137,0.99973,0.99986,0.99718,0.99438,1.0
backdoor,484,QUBOCorrelation,TabuSampler,32,Tesla V100-PCIE-32GB,0,1.11,0.1116,0.9996,0.99845,0.99577,0.99437,0.99718
backdoor,504,QUBOMutualInformation,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.15,0.119,0.99919,0.99689,0.99155,0.98876,0.99435
backdoor,515,QUBOMutualInformation,SimulatedAnnealing,21,Tesla V100-PCIE-32GB,0,1.17,0.1153,0.99933,0.99831,0.99297,0.9888,0.99718
backdoor,526,QUBOMutualInformation,SimulatedAnnealing,32,Tesla V100-PCIE-32GB,0,1.14,0.1143,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,546,QUBOMutualInformation,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.17,0.121,0.99919,0.99689,0.99155,0.98876,0.99435
backdoor,557,QUBOMutualInformation,SteepestDescent,21,Tesla V100-PCIE-32GB,0,1.16,0.1131,0.99946,0.99838,0.99437,0.99157,0.99718
backdoor,568,QUBOMutualInformation,SteepestDescent,32,Tesla V100-PCIE-32GB,0,1.14,0.1176,0.99933,0.99696,0.99295,0.99155,0.99435
backdoor,588,QUBOMutualInformation,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.15,0.1242,0.99987,0.99993,0.99859,0.99718,1.0
backdoor,599,QUBOMutualInformation,TabuSampler,21,Tesla V100-PCIE-32GB,0,1.16,0.1153,0.9996,0.99845,0.99577,0.99437,0.99718
backdoor,610,QUBOMutualInformation,TabuSampler,32,Tesla V100-PCIE-32GB,0,1.17,0.1237,0.9996,0.99845,0.99577,0.99437,0.99718
backdoor,630,QUBOSVCBoosting,SimulatedAnnealing,10,Tesla V100-PCIE-32GB,0,1.13,0.1096,0.99557,0.97083,0.95292,0.96254,0.9435
backdoor,641,QUBOSVCBoosting,SimulatedAnnealing,21,Tesla V100-PCIE-32GB,0,1.11,0.1137,0.99503,0.97324,0.94781,0.94648,0.94915
backdoor,652,QUBOSVCBoosting,SimulatedAnnealing,32,Tesla V100-PCIE-32GB,0,1.1,0.1157,0.9996,0.99979,0.99578,0.9916,1.0
backdoor,672,QUBOSVCBoosting,SteepestDescent,10,Tesla V100-PCIE-32GB,0,1.15,0.1127,0.99463,0.96497,0.94286,0.95376,0.9322
backdoor,683,QUBOSVCBoosting,SteepestDescent,21,Tesla V100-PCIE-32GB,0,1.1,0.1124,0.99516,0.96928,0.94872,0.9569,0.94068
backdoor,694,QUBOSVCBoosting,SteepestDescent,32,Tesla V100-PCIE-32GB,0,1.12,0.11,0.99812,0.99096,0.98028,0.97753,0.98305
backdoor,714,QUBOSVCBoosting,TabuSampler,10,Tesla V100-PCIE-32GB,0,1.13,0.1223,0.99637,0.99004,0.96266,0.94309,0.98305
backdoor,725,QUBOSVCBoosting,TabuSampler,21,Tesla V100-PCIE-32GB,0,1.12,0.1171,0.99919,0.99823,0.99157,0.98603,0.99718
backdoor,736,QUBOSVCBoosting,TabuSampler,32,Tesla V100-PCIE-32GB,0,1.18,0.1164,0.99906,0.99414,0.9901,0.9915,0.9887
