attack_cat,device,graph_time,train_time,test_time,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
full,Tesla V100-PCIE-32GB,0,15.5,0.6753,0.99679,0.98774,0.98225,0.98789,0.97667
dos,Tesla V100-PCIE-32GB,0,1.99,0.1664,0.99945,0.99781,0.99696,0.9981,0.99582
ddos,Tesla V100-PCIE-32GB,0,2.02,0.1662,0.99972,0.99882,0.99848,0.99924,0.99772
backdoor,Tesla V100-PCIE-32GB,0,2.02,0.1394,1.0,1.0,1.0,1.0,1.0
injection,Tesla V100-PCIE-32GB,0,2.08,0.1728,0.99959,0.99926,0.99772,0.99659,0.99886
password,Tesla V100-PCIE-32GB,0,1.98,0.1589,0.99965,0.99947,0.9981,0.99697,0.99924
ransomware,Tesla V100-PCIE-32GB,0,2.02,0.1662,0.9934,0.98046,0.96374,0.96282,0.96465
scanning,Tesla V100-PCIE-32GB,0,2.07,0.1587,0.99976,0.99867,0.99867,1.0,0.99734
xss,Tesla V100-PCIE-32GB,0,2.05,0.1637,0.99727,0.99764,0.98518,0.97259,0.9981
