attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda,19.18,102.75,0.774,16139.82,0.99175,0.98073,0.96704,0.96805,0.96603
dos,cuda,1.95,13.41,0.0957,2533.06,0.99793,0.98384,0.97803,0.98799,0.96826
fuzzers,cuda,2.64,17.94,0.1293,3307.83,0.98869,0.99184,0.89343,0.81047,0.99532
exploits,cuda,5.25,33.9,0.2284,6020.48,0.997,0.98773,0.96881,0.96029,0.97749
generic,cuda,16.49,91.07,0.69,15405.63,0.99947,0.99758,0.99707,0.99886,0.99528
reconnaissance,cuda,1.87,13.26,0.0955,2478.92,0.99955,0.99814,0.9953,0.99403,0.99658
analysis,cuda,0.28,2.51,0.0277,473.68,0.99864,0.99815,0.98585,0.97436,0.99761
shellcode,cuda,0.16,1.52,0.0232,276.15,0.99835,0.99707,0.98283,0.97034,0.99565
backdoor,cuda,0.24,2.18,0.0272,406.11,0.99839,0.9911,0.98305,0.98305,0.98305
