attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
dos,cuda:2,1.43,7.13,0.0594,573.72,0.99924,0.99613,0.99577,0.99923,0.99234
ddos,cuda:2,1.43,4.76,0.0546,601.17,0.99478,0.98816,0.97134,0.96275,0.98008
backdoor,cuda:2,1.2,4.71,0.0558,571.17,0.99993,0.99962,0.99962,1.0,0.99923
injection,cuda:2,1.19,4.75,0.0557,600.27,0.99147,0.96926,0.9522,0.96244,0.94217
password,cuda:2,1.26,4.75,0.0535,600.18,0.99475,0.98642,0.97105,0.9659,0.97625
ransomware,cuda:2,1.27,4.91,0.0558,575.24,1.0,1.0,1.0,1.0,1.0
scanning,cuda:2,1.22,4.75,0.0547,586.42,0.99962,0.99841,0.99789,0.99885,0.99694
xss,cuda:2,1.22,4.96,0.0544,592.86,0.99579,0.97681,0.97609,0.9996,0.95366
