attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
dos,cuda:2,0.84,8.5,0.055,547.77,0.99938,0.99726,0.99657,0.99847,0.99468
ddos,cuda:2,0.81,4.47,0.0543,566.09,0.99831,0.99684,0.99072,0.98643,0.99506
backdoor,cuda:2,0.71,4.38,0.053,546.32,0.99979,0.9992,0.99886,0.99924,0.99848
injection,cuda:2,0.68,4.44,0.0517,565.58,0.99889,0.99768,0.99393,0.99167,0.9962
password,cuda:2,0.68,4.42,0.0525,565.47,0.99924,0.99719,0.99581,0.99695,0.99468
ransomware,cuda:2,0.67,4.51,0.0517,549.83,0.99986,0.99958,0.99924,0.99924,0.99924
scanning,cuda:2,0.67,4.54,0.0537,558.31,0.99917,0.99681,0.99543,0.99695,0.99392
xss,cuda:2,0.68,4.43,0.054,561.75,0.99952,0.99734,0.99733,1.0,0.99468
full,cuda:2,8.84,36.16,0.3362,3903.42,0.9981,0.99613,0.98959,0.98549,0.99373
