attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda:2,20.75,58.44,0.5669,8801.92,0.99645,0.99607,0.98599,0.9766,0.99556
dos,cuda:2,2.19,6.76,0.075,1313.31,0.99818,0.98766,0.98077,0.98556,0.97603
fuzzers,cuda:2,2.87,8.98,0.0974,1724.39,0.9878,0.98841,0.88538,0.80136,0.98908
exploits,cuda:2,5.6,17.14,0.1722,3187.64,0.99697,0.99086,0.96869,0.95376,0.9841
generic,cuda:2,17.86,53.81,0.533,8367.69,0.99945,0.99745,0.99696,0.99892,0.99501
reconnaissance,cuda:2,2.09,6.69,0.0742,1284.65,0.99963,0.99859,0.99616,0.99488,0.99744
analysis,cuda:2,0.36,1.56,0.0248,247.69,0.99886,0.9994,0.98824,0.97674,1.0
shellcode,cuda:2,0.21,1.32,0.0211,148.44,0.99876,0.99935,0.98712,0.97458,1.0
backdoor,cuda:2,0.31,1.48,0.0235,214.48,0.99758,0.99068,0.97479,0.96667,0.98305
