attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda:2,29.73,59.31,0.56,9378.19,0.99167,0.97894,0.96665,0.9714,0.96194
dos,cuda:2,3.2,7.89,0.0831,1529.32,0.99764,0.98448,0.9749,0.97991,0.96995
fuzzers,cuda:2,4.25,10.38,0.1041,1998.82,0.98885,0.99206,0.8944,0.81186,0.99561
exploits,cuda:2,8.45,19.37,0.183,3612.91,0.99693,0.98722,0.96838,0.96041,0.97648
generic,cuda:2,26.22,52.09,0.5332,8961.41,0.99934,0.99709,0.9964,0.99848,0.99433
reconnaissance,cuda:2,2.98,7.75,0.0814,1501.22,0.9991,0.99583,0.99051,0.9888,0.99222
analysis,cuda:2,0.5,1.8,0.0252,292.81,0.99886,0.9994,0.98807,0.97642,1.0
shellcode,cuda:2,0.26,1.39,0.0213,174.24,0.99832,0.99911,0.98305,0.96667,1.0
backdoor,cuda:2,0.44,1.62,0.024,252.25,0.99772,0.98672,0.97818,0.98196,0.97442
