attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_Accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda,8.75,63.79,0.4741,7626.97,0.99819,0.99459,0.99006,0.98993,0.99019
dos,cuda,0.7,8.3,0.0738,1055.14,0.99929,0.99696,0.9961,0.99809,0.99411
ddos,cuda,0.65,8.41,0.0736,1090.25,0.99908,0.99873,0.99498,0.99169,0.99829
backdoor,cuda,0.64,7.8,0.0706,1051.86,0.99997,0.99981,0.99981,1.0,0.99962
injection,cuda,0.65,7.97,0.0703,1089.1,0.9991,0.9978,0.99506,0.99393,0.9962
password,cuda,0.64,7.96,0.0704,1088.22,0.99952,0.99819,0.99734,0.9981,0.99658
ransomware,cuda,0.63,7.85,0.0693,1054.86,0.99986,0.99992,0.99924,0.99848,1.0
scanning,cuda,0.63,8.29,0.0711,1069.45,0.99948,0.998,0.99715,0.9981,0.9962
xss,cuda,0.64,7.95,0.0701,1076.46,0.99934,0.99656,0.99638,0.99962,0.99316
