attack_cat,qfs_index,selection_algorithm_name,QUBO_solver,target_feature_k,device,graph_time,train_time,test_time,peak_memory,accuracy,bal_accuracy,f1_malicious,precision_malicious,recall_malicious
analysis,143,QUBOMutualInformation,SimulatedAnnealing,21,cuda:2,0.29,1.52,0.0258,232.97,0.99955,0.99976,0.99526,0.99057,1.0
analysis,153,QUBOMutualInformation,SimulatedAnnealing,31,cuda:2,0.29,1.55,0.0264,240.38,0.99955,0.99976,0.99526,0.99057,1.0
analysis,173,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.29,1.52,0.0264,221.72,0.99886,0.9994,0.98824,0.97674,1.0
analysis,184,QUBOMutualInformation,SteepestDescent,21,cuda:2,0.29,1.52,0.0262,232.97,0.99955,0.99976,0.99526,0.99057,1.0
analysis,194,QUBOMutualInformation,SteepestDescent,31,cuda:2,0.29,1.55,0.0264,240.38,0.99955,0.99976,0.99526,0.99057,1.0
analysis,214,QUBOMutualInformation,TabuSampler,10,cuda:2,0.3,1.56,0.0265,247.69,0.99955,0.99976,0.99526,0.99057,1.0
analysis,225,QUBOMutualInformation,TabuSampler,21,cuda:2,0.3,1.56,0.0265,247.69,0.99955,0.99976,0.99526,0.99057,1.0
analysis,235,QUBOMutualInformation,TabuSampler,31,cuda:2,0.3,1.56,0.0268,247.69,0.99955,0.99976,0.99526,0.99057,1.0
analysis,255,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.29,1.52,0.0267,216.23,0.99886,0.9994,0.98824,0.97674,1.0
analysis,266,QUBOSVCBoosting,SimulatedAnnealing,21,cuda:2,0.29,1.53,0.0267,222.45,0.99886,0.9994,0.98824,0.97674,1.0
analysis,276,QUBOSVCBoosting,SimulatedAnnealing,31,cuda:2,0.29,1.53,0.0265,228.67,0.99955,0.99976,0.99526,0.99057,1.0
analysis,296,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.29,1.52,0.0266,216.23,0.99886,0.9994,0.98824,0.97674,1.0
analysis,307,QUBOSVCBoosting,SteepestDescent,21,cuda:2,0.29,1.53,0.0264,222.45,0.99932,0.99964,0.99291,0.98592,1.0
analysis,317,QUBOSVCBoosting,SteepestDescent,31,cuda:2,0.29,1.54,0.0272,228.67,0.99955,0.99976,0.99526,0.99057,1.0
analysis,337,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.29,1.53,0.0259,219.87,0.9975,0.99869,0.97448,0.95023,1.0
analysis,348,QUBOSVCBoosting,TabuSampler,21,cuda:2,0.29,1.53,0.0265,227.78,0.99886,0.9994,0.98824,0.97674,1.0
analysis,358,QUBOSVCBoosting,TabuSampler,31,cuda:2,0.3,1.53,0.0266,238.3,0.99955,0.99976,0.99526,0.99057,1.0
shellcode,3366,QUBOCorrelation,SimulatedAnnealing,10,cuda:2,0.17,1.31,0.0226,133.86,0.99669,0.99826,0.96639,0.93496,1.0
shellcode,3376,QUBOCorrelation,SimulatedAnnealing,20,cuda:2,0.17,1.31,0.0228,139.04,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3386,QUBOCorrelation,SimulatedAnnealing,30,cuda:2,0.17,1.31,0.0224,143.42,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3405,QUBOCorrelation,SteepestDescent,10,cuda:2,0.17,1.32,0.0231,133.86,0.99669,0.99826,0.96639,0.93496,1.0
shellcode,3415,QUBOCorrelation,SteepestDescent,20,cuda:2,0.17,1.31,0.0225,139.04,0.99752,0.9987,0.97458,0.95041,1.0
shellcode,3425,QUBOCorrelation,SteepestDescent,30,cuda:2,0.17,1.31,0.0224,143.42,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3444,QUBOCorrelation,TabuSampler,10,cuda:2,0.17,1.31,0.0224,139.48,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3454,QUBOCorrelation,TabuSampler,20,cuda:2,0.17,1.31,0.0223,144.21,0.99835,0.99913,0.98291,0.96639,1.0
shellcode,3464,QUBOCorrelation,TabuSampler,30,cuda:2,0.17,1.31,0.0225,148.44,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3483,QUBOMutualInformation,SimulatedAnnealing,10,cuda:2,0.17,1.31,0.0223,134.68,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3493,QUBOMutualInformation,SimulatedAnnealing,20,cuda:2,0.17,1.31,0.0224,139.48,0.99793,0.99478,0.97854,0.9661,0.9913
shellcode,3503,QUBOMutualInformation,SimulatedAnnealing,30,cuda:2,0.17,1.31,0.0226,144.21,0.99835,0.995,0.98276,0.97436,0.9913
shellcode,3522,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.17,1.31,0.0228,134.68,0.99793,0.99891,0.97872,0.95833,1.0
shellcode,3532,QUBOMutualInformation,SteepestDescent,20,cuda:2,0.17,1.32,0.0228,139.48,0.99793,0.99478,0.97854,0.9661,0.9913
shellcode,3542,QUBOMutualInformation,SteepestDescent,30,cuda:2,0.17,1.32,0.0223,144.21,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3561,QUBOMutualInformation,TabuSampler,10,cuda:2,0.17,1.31,0.0226,148.44,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3571,QUBOMutualInformation,TabuSampler,20,cuda:2,0.17,1.31,0.0226,148.44,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3581,QUBOMutualInformation,TabuSampler,30,cuda:2,0.17,1.31,0.0225,148.44,0.99876,0.99935,0.98712,0.97458,1.0
shellcode,3600,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.17,1.31,0.0225,131.57,0.98677,0.99305,0.87786,0.78231,1.0
shellcode,3610,QUBOSVCBoosting,SimulatedAnnealing,20,cuda:2,0.17,1.31,0.0229,134.68,0.99318,0.99642,0.93306,0.87452,1.0
shellcode,3620,QUBOSVCBoosting,SimulatedAnnealing,30,cuda:2,0.17,1.31,0.0229,138.97,0.99628,0.98152,0.96104,0.9569,0.96522
shellcode,3639,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.17,1.31,0.0225,131.57,0.98677,0.99305,0.87786,0.78231,1.0
shellcode,3649,QUBOSVCBoosting,SteepestDescent,20,cuda:2,0.17,1.31,0.0229,134.68,0.99173,0.95435,0.91304,0.91304,0.91304
shellcode,3659,QUBOSVCBoosting,SteepestDescent,30,cuda:2,0.17,1.31,0.0223,138.97,0.99462,0.97652,0.94421,0.9322,0.95652
shellcode,3678,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.17,1.31,0.0223,132.66,0.98594,0.94305,0.85833,0.824,0.89565
shellcode,3688,QUBOSVCBoosting,TabuSampler,20,cuda:2,0.17,1.31,0.0228,138.9,0.99793,0.99478,0.97854,0.9661,0.9913
shellcode,3698,QUBOSVCBoosting,TabuSampler,30,cuda:2,0.17,1.32,0.0245,143.16,0.99793,0.99891,0.97872,0.95833,1.0
backdoor,378,QUBOCorrelation,SimulatedAnnealing,10,cuda:2,0.26,1.45,0.0247,190.37,0.9949,0.97317,0.94648,0.94382,0.94915
backdoor,389,QUBOCorrelation,SimulatedAnnealing,21,cuda:2,0.25,1.46,0.0246,197.78,0.99651,0.98206,0.96338,0.96067,0.9661
backdoor,400,QUBOCorrelation,SimulatedAnnealing,32,cuda:2,0.26,1.46,0.0253,207.52,0.99812,0.98828,0.98017,0.98295,0.9774
backdoor,420,QUBOCorrelation,SteepestDescent,10,cuda:2,0.25,1.45,0.025,190.37,0.9949,0.97317,0.94648,0.94382,0.94915
backdoor,431,QUBOCorrelation,SteepestDescent,21,cuda:2,0.26,1.46,0.0252,197.78,0.99651,0.98206,0.96338,0.96067,0.9661
backdoor,442,QUBOCorrelation,SteepestDescent,32,cuda:2,0.24,1.47,0.0246,207.52,0.99798,0.98821,0.97878,0.98017,0.9774
backdoor,462,QUBOCorrelation,TabuSampler,10,cuda:2,0.26,1.45,0.0244,199.29,0.99704,0.98503,0.96901,0.96629,0.97175
backdoor,473,QUBOCorrelation,TabuSampler,21,cuda:2,0.26,1.46,0.0255,208.05,0.99812,0.98559,0.98006,0.98851,0.97175
backdoor,484,QUBOCorrelation,TabuSampler,32,cuda:2,0.26,1.47,0.0253,213.08,0.99678,0.97684,0.96571,0.97688,0.9548
backdoor,504,QUBOMutualInformation,SimulatedAnnealing,10,cuda:2,0.26,1.45,0.0246,192.39,0.9961,0.96307,0.95766,0.99094,0.92655
backdoor,515,QUBOMutualInformation,SimulatedAnnealing,21,cuda:2,0.26,1.46,0.0245,200.04,0.99678,0.97415,0.96552,0.98246,0.94915
backdoor,526,QUBOMutualInformation,SimulatedAnnealing,32,cuda:2,0.26,1.46,0.0252,209.54,0.99812,0.98828,0.98017,0.98295,0.9774
backdoor,546,QUBOMutualInformation,SteepestDescent,10,cuda:2,0.25,1.45,0.0245,192.39,0.99624,0.96314,0.95906,0.99394,0.92655
backdoor,557,QUBOMutualInformation,SteepestDescent,21,cuda:2,0.25,1.46,0.0247,200.04,0.99678,0.97415,0.96552,0.98246,0.94915
backdoor,568,QUBOMutualInformation,SteepestDescent,32,cuda:2,0.26,1.46,0.0245,209.54,0.99731,0.98249,0.97159,0.97714,0.9661
backdoor,588,QUBOMutualInformation,TabuSampler,10,cuda:2,0.26,1.47,0.0254,214.48,0.99839,0.98842,0.98295,0.98857,0.9774
backdoor,599,QUBOMutualInformation,TabuSampler,21,cuda:2,0.26,1.47,0.0254,214.48,0.99839,0.98842,0.98295,0.98857,0.9774
backdoor,610,QUBOMutualInformation,TabuSampler,32,cuda:2,0.26,1.47,0.0257,214.48,0.99839,0.98842,0.98295,0.98857,0.9774
backdoor,630,QUBOSVCBoosting,SimulatedAnnealing,10,cuda:2,0.25,1.45,0.0255,186.47,0.9949,0.94901,0.94362,0.99375,0.89831
backdoor,641,QUBOSVCBoosting,SimulatedAnnealing,21,cuda:2,0.25,1.45,0.0253,192.83,0.9957,0.97091,0.95429,0.96532,0.9435
backdoor,652,QUBOSVCBoosting,SimulatedAnnealing,32,cuda:2,0.25,1.46,0.0246,197.03,0.99678,0.97684,0.96571,0.97688,0.9548
backdoor,672,QUBOSVCBoosting,SteepestDescent,10,cuda:2,0.26,1.45,0.0247,186.47,0.99315,0.92797,0.92237,1.0,0.85593
backdoor,683,QUBOSVCBoosting,SteepestDescent,21,cuda:2,0.25,1.45,0.025,192.83,0.9949,0.94901,0.94362,0.99375,0.89831
backdoor,694,QUBOSVCBoosting,SteepestDescent,32,cuda:2,0.26,1.46,0.0257,197.03,0.99651,0.97401,0.96275,0.97674,0.94915
backdoor,714,QUBOSVCBoosting,TabuSampler,10,cuda:2,0.25,1.45,0.0255,189.7,0.9949,0.9678,0.94587,0.95402,0.93785
backdoor,725,QUBOSVCBoosting,TabuSampler,21,cuda:2,0.25,1.45,0.0249,196.27,0.99758,0.98531,0.9745,0.97727,0.97175
backdoor,736,QUBOSVCBoosting,TabuSampler,32,cuda:2,0.25,1.45,0.0253,206.47,0.99704,0.97429,0.9683,0.98824,0.94915
