attack_cat,device,graph_time,train_time,test_time,peak_memory,accuracy,f1_malicious,precision_malicious,recall_malicious
full,cuda:2,29.45,58.54,0.4955,9376.57,0.99191,0.96777,0.97074,0.96481
dos,cuda:2,3.09,7.86,0.0738,1529.61,0.99762,0.97515,0.97945,0.97089
fuzzers,cuda:2,4.42,10.42,0.0951,1998.54,0.98859,0.88985,0.80762,0.99071
exploits,cuda:2,8.52,19.27,0.1688,3612.25,0.99667,0.96544,0.95418,0.97696
generic,cuda:2,26.24,52.0,0.475,8960.17,0.99936,0.99647,0.99928,0.99368
reconnaissance,cuda:2,3.02,7.79,0.0744,1503.33,0.9986,0.98541,0.98105,0.9898
analysis,cuda:2,0.52,1.8,0.0235,292.63,0.99863,0.98507,0.97059,1.0
shellcode,cuda:2,0.27,1.39,0.0194,174.37,0.99855,0.98455,0.9738,0.99554
backdoor,cuda:2,0.44,1.61,0.0218,252.44,0.99809,0.98023,0.9858,0.97472
